bpid,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches,,,,,,,,,,,,,,,,,,,,mlbid,Name,Year,Age,Team,Role,G,GS,IP,Pitches
106516,664294,Dauri Moreta,2022,26,CIN,RP,34,0,38,603,,,,,,,,,,,,,,,,,,,,641726,Daulton Jefferies,2022,26,OAK,SP,8,8,39.3,610
107467,670280,David Bednar,2022,27,PIT,RP,45,0,51.7,841,,,,,,,,,,,,,,,,,,,,664294,Dauri Moreta,2022,26,CIN,RP,34,0,38.0,603
108197,641853,David McKay,2022,27,OAK,RP,1,0,2.7,46,,,,,,,,,,,,,,,,,,,,670280,David Bednar,2022,27,PIT,RP,45,0,51.7,841
108197,641853,David McKay,2022,27,TB,RP,1,0,2,47,,,,,,,,,,,,,,,,,,,,641853,David McKay,2022,27,OAK,RP,1,0,2.7,46
108197,641853,David McKay,2022,27,NYY,RP,2,0,2,42,,,,,,,,,,,,,,,,,,,,641853,David McKay,2022,27,TB,RP,1,0,2.0,47
111244,656849,David Peterson,2022,26,NYM,RP,9,0,14.7,230,,,,,,,,,,,,,,,,,,,,641853,David McKay,2022,27,NYY,RP,2,0,2.0,42
111244,656849,David Peterson,2022,26,NYM,SP,19,19,91,1655,,,,,,,,,,,,,,,,,,,,656849,David Peterson,2022,26,NYM,RP,9,0,14.7,230
58268,475479,David Phelps,2022,35,TOR,RP,64,0,62.7,1137,,,,,,,,,,,,,,,,,,,,656849,David Peterson,2022,26,NYM,SP,19,19,91.0,1655
58268,475479,David Phelps,2022,35,TOR,SP,1,1,1,14,,,,,,,,,,,,,,,,,,,,475479,David Phelps,2022,35,TOR,RP,64,0,62.7,1137
54694,456034,David Price,2022,36,LAD,RP,40,0,40.3,596,,,,,,,,,,,,,,,,,,,,475479,David Phelps,2022,35,TOR,SP,1,1,1.0,14
57235,502085,David Robertson,2022,37,CHC,RP,36,0,40.3,652,,,,,,,,,,,,,,,,,,,,456034,David Price,2022,36,LAD,RP,40,0,40.3,596
57235,502085,David Robertson,2022,37,PHI,RP,22,0,23.3,408,,,,,,,,,,,,,,,,,,,,502085,David Robertson,2022,37,CHC,RP,36,0,40.3,652
127864,663436,Davis Martin,2022,25,CWS,RP,5,0,19,280,,,,,,,,,,,,,,,,,,,,502085,David Robertson,2022,37,PHI,RP,22,0,23.3,408
127864,663436,Davis Martin,2022,25,CWS,SP,9,9,44.3,676,,,,,,,,,,,,,,,,,,,,663436,Davis Martin,2022,25,CWS,RP,5,0,19.0,280
108953,665152,Dean Kremer,2022,26,BAL,RP,1,0,5.3,92,,,,,,,,,,,,,,,,,,,,663436,Davis Martin,2022,25,CWS,SP,9,9,44.3,676
108953,665152,Dean Kremer,2022,26,BAL,SP,21,21,120,1855,,,,,,,,,,,,,,,,,,,,665152,Dean Kremer,2022,26,BAL,RP,1,0,5.3,92
58880,543829,Dee Strange-Gordon,2022,34,WSH,RP,1,0,1,28,,,,,,,,,,,,,,,,,,,,665152,Dean Kremer,2022,26,BAL,SP,21,21,120.0,1855
103196,642701,Dennis Santana,2022,26,TEX,RP,62,0,56.7,955,,,,,,,,,,,,,,,,,,,,543829,Dee Strange-Gordon,2022,34,WSH,RP,1,0,1.0,28
103196,642701,Dennis Santana,2022,26,TEX,SP,1,1,2,36,,,,,,,,,,,,,,,,,,,,642701,Dennis Santana,2022,26,TEX,RP,62,0,56.7,955
106732,660593,Denyi Reyes,2022,25,BAL,RP,2,0,4,56,,,,,,,,,,,,,,,,,,,,642701,Dennis Santana,2022,26,TEX,SP,1,1,2.0,36
106732,660593,Denyi Reyes,2022,25,BAL,SP,1,1,3.7,61,,,,,,,,,,,,,,,,,,,,660593,Denyi Reyes,2022,25,BAL,RP,2,0,4.0,56
70482,605446,Dereck Rodríguez,2022,30,MIN,RP,2,0,7.7,99,,,,,,,,,,,,,,,,,,,,660593,Denyi Reyes,2022,25,BAL,SP,1,1,3.7,61
70359,571882,Derek Law,2022,31,DET,RP,2,0,2,55,,,,,,,,,,,,,,,,,,,,605446,Dereck Rodríguez,2022,30,MIN,RP,2,0,7.7,99
70359,571882,Derek Law,2022,31,CIN,RP,15,0,17.7,297,,,,,,,,,,,,,,,,,,,,571882,Derek Law,2022,31,DET,RP,2,0,2.0,55
109073,656970,Devin Smeltzer,2022,26,MIN,RP,3,0,7.7,123,,,,,,,,,,,,,,,,,,,,571882,Derek Law,2022,31,CIN,RP,15,0,17.7,297
109073,656970,Devin Smeltzer,2022,26,MIN,SP,12,12,62.7,1006,,,,,,,,,,,,,,,,,,,,656970,Devin Smeltzer,2022,26,MIN,RP,3,0,7.7,123
102785,642207,Devin Williams,2022,27,MIL,RP,65,0,60.7,1068,,,,,,,,,,,,,,,,,,,,656970,Devin Smeltzer,2022,26,MIN,SP,12,12,62.7,1006
105690,660636,Diego Castillo,2022,24,PIT,RP,2,0,2,60,,,,,,,,,,,,,,,,,,,,642207,Devin Williams,2022,27,MIL,RP,65,0,60.7,1068
104483,650895,Diego Castillo,2022,28,SEA,RP,59,0,54.3,839,,,,,,,,,,,,,,,,,,,,660636,Diego Castillo,2022,24,PIT,RP,2,0,2.0,60
70921,596071,Dillon Peters,2022,29,PIT,RP,18,0,30.3,500,,,,,,,,,,,,,,,,,,,,650895,Diego Castillo,2022,28,SEA,RP,59,0,54.3,839
70921,596071,Dillon Peters,2022,29,PIT,SP,4,4,9,134,,,,,,,,,,,,,,,,,,,,596071,Dillon Peters,2022,29,PIT,RP,18,0,30.3,500
106989,622253,Dillon Tate,2022,28,BAL,RP,67,0,73.7,1076,,,,,,,,,,,,,,,,,,,,596071,Dillon Peters,2022,29,PIT,SP,4,4,9.0,134
105417,659275,Dinelson Lamet,2022,29,SD,RP,13,0,12.3,237,,,,,,,,,,,,,,,,,,,,622253,Dillon Tate,2022,28,BAL,RP,67,0,73.7,1076
105417,659275,Dinelson Lamet,2022,29,COL,RP,19,0,20,347,,,,,,,,,,,,,,,,,,,,659275,Dinelson Lamet,2022,29,SD,RP,13,0,12.3,237
111203,669084,DL Hall,2022,23,BAL,RP,10,0,10,193,,,,,,,,,,,,,,,,,,,,659275,Dinelson Lamet,2022,29,COL,RP,19,0,20.0,347
111203,669084,DL Hall,2022,23,BAL,SP,1,1,3.7,76,,,,,,,,,,,,,,,,,,,,669084,DL Hall,2022,23,BAL,RP,10,0,10.0,193
103250,642758,Domingo Acevedo,2022,28,OAK,RP,70,0,67.7,1005,,,,,,,,,,,,,,,,,,,,669084,DL Hall,2022,23,BAL,SP,1,1,3.7,76
67182,593334,Domingo Germán,2022,29,NYY,RP,1,0,1.7,37,,,,,,,,,,,,,,,,,,,,642758,Domingo Acevedo,2022,28,OAK,RP,70,0,67.7,1005
67182,593334,Domingo Germán,2022,29,NYY,SP,14,14,70.7,1044,,,,,,,,,,,,,,,,,,,,593334,Domingo Germán,2022,29,NYY,RP,1,0,1.7,37
67397,593619,Domingo Tapia,2022,30,OAK,RP,11,0,17,363,,,,,,,,,,,,,,,,,,,,593334,Domingo Germán,2022,29,NYY,SP,14,14,70.7,1044
100305,608678,Dominic Leone,2022,30,SF,RP,55,0,49.3,826,,,,,,,,,,,,,,,,,,,,593619,Domingo Tapia,2022,30,OAK,RP,11,0,17.0,363
109101,622268,Donovan Walton,2022,28,SF,RP,1,0,1,21,,,,,,,,,,,,,,,,,,,,608678,Dominic Leone,2022,30,SF,RP,55,0,49.3,826
109556,656290,Drew Carlton,2022,26,DET,RP,5,0,8.7,120,,,,,,,,,,,,,,,,,,,,622268,Donovan Walton,2022,28,SF,RP,1,0,1.0,21
66556,571800,Drew Hutchison,2022,31,DET,RP,10,0,15.7,276,,,,,,,,,,,,,,,,,,,,656290,Drew Carlton,2022,26,DET,RP,5,0,8.7,120
66556,571800,Drew Hutchison,2022,31,DET,SP,18,18,89.7,1483,,,,,,,,,,,,,,,,,,,,571800,Drew Hutchison,2022,31,DET,RP,10,0,15.7,276
133756,656876,Drew Rasmussen,2022,26,TB,SP,28,28,146,2239,,,,,,,,,,,,,,,,,,,,571800,Drew Hutchison,2022,31,DET,SP,18,18,89.7,1483
106928,622098,Drew Smith,2022,28,NYM,RP,44,0,46,779,,,,,,,,,,,,,,,,,,,,656876,Drew Rasmussen,2022,26,TB,SP,28,28,146.0,2239
68688,592767,Drew Smyly,2022,33,CHC,SP,22,22,106.3,1723,,,,,,,,,,,,,,,,,,,,622098,Drew Smith,2022,28,NYM,RP,44,0,46.0,779
100322,608716,Drew Steckenrider,2022,31,SEA,RP,16,0,14.3,286,,,,,,,,,,,,,,,,,,,,592767,Drew Smyly,2022,33,CHC,SP,22,22,106.3,1723
100188,572403,Drew VerHagen,2022,31,STL,RP,19,0,21.7,419,,,,,,,,,,,,,,,,,,,,608716,Drew Steckenrider,2022,31,SEA,RP,16,0,14.3,286
144213,686753,Drey Jameson,2022,24,AZ,SP,4,4,24.3,369,,,,,,,,,,,,,,,,,,,,572403,Drew VerHagen,2022,31,STL,RP,19,0,21.7,419
100576,621249,Duane Underwood Jr.,2022,27,PIT,RP,50,0,56.3,983,,,,,,,,,,,,,,,,,,,,686753,Drey Jameson,2022,24,AZ,SP,4,4,24.3,369
100576,621249,Duane Underwood Jr.,2022,27,PIT,SP,1,1,1,18,,,,,,,,,,,,,,,,,,,,621249,Duane Underwood Jr.,2022,27,PIT,RP,50,0,56.3,983
103422,643400,Dusten Knight,2022,31,TB,RP,6,0,11,192,,,,,,,,,,,,,,,,,,,,621249,Duane Underwood Jr.,2022,27,PIT,SP,1,1,1.0,18
108971,669160,Dustin May,2022,24,LAD,SP,6,6,30,474,,,,,,,,,,,,,,,,,,,,643400,Dusten Knight,2022,31,TB,RP,6,0,11.0,192
70753,605164,Dylan Bundy,2022,29,MIN,SP,29,29,140,2180,,,,,,,,,,,,,,,,,,,,669160,Dustin May,2022,24,LAD,SP,6,6,30.0,474
105703,656302,Dylan Cease,2022,26,CWS,SP,32,32,184,3119,,,,,,,,,,,,,,,,,,,,605164,Dylan Bundy,2022,29,MIN,SP,29,29,140.0,2180
116555,669395,Dylan Coleman,2022,25,KC,RP,68,0,68,1205,,,,,,,,,,,,,,,,,,,,656302,Dylan Cease,2022,26,CWS,SP,32,32,184.0,3119
99857,571670,Dylan Floro,2022,31,MIA,RP,56,0,53.7,851,,,,,,,,,,,,,,,,,,,,669395,Dylan Coleman,2022,25,KC,RP,68,0,68.0,1205
108089,669276,Dylan Lee,2022,27,ATL,RP,46,0,50.7,754,,,,,,,,,,,,,,,,,,,,571670,Dylan Floro,2022,31,MIA,RP,56,0,53.7,851
108975,668834,Easton McGee,2022,24,TB,RP,1,0,3,46,,,,,,,,,,,,,,,,,,,,669276,Dylan Lee,2022,27,ATL,RP,46,0,50.7,754
105559,660825,Eduard Bazardo,2022,26,BOS,RP,12,0,16.3,236,,,,,,,,,,,,,,,,,,,,668834,Easton McGee,2022,24,TB,RP,1,0,3.0,46
67588,593958,Eduardo Rodriguez,2022,29,DET,SP,17,17,91,1469,,,,,,,,,,,,,,,,,,,,660825,Eduard Bazardo,2022,26,BOS,RP,12,0,16.3,236
107559,665795,Edward Cabrera,2022,24,MIA,SP,14,14,71.7,1215,,,,,,,,,,,,,,,,,,,,593958,Eduardo Rodriguez,2022,29,DET,SP,17,17,91.0,1469
100572,621242,Edwin Díaz,2022,28,NYM,RP,61,0,62,928,,,,,,,,,,,,,,,,,,,,665795,Edward Cabrera,2022,24,MIA,SP,14,14,71.7,1215
109094,670955,Edwin Uceta,2022,24,AZ,RP,10,0,17,292,,,,,,,,,,,,,,,,,,,,621242,Edwin Díaz,2022,28,NYM,RP,61,0,62.0,928
50677,501303,Ehire Adrianza,2022,32,WSH,RP,1,0,1,12,,,,,,,,,,,,,,,,,,,,670955,Edwin Uceta,2022,24,AZ,RP,10,0,17.0,292
101105,622694,Elieser Hernández,2022,27,MIA,RP,10,0,15.7,287,,,,,,,,,,,,,,,,,,,,501303,Ehire Adrianza,2022,32,WSH,RP,1,0,1.0,12
101105,622694,Elieser Hernández,2022,27,MIA,SP,10,10,46.7,808,,,,,,,,,,,,,,,,,,,,622694,Elieser Hernández,2022,27,MIA,RP,10,0,15.7,287
110406,669212,Eli Morgan,2022,26,CLE,RP,49,0,63.7,966,,,,,,,,,,,,,,,,,,,,622694,Elieser Hernández,2022,27,MIA,SP,10,10,46.7,808
110406,669212,Eli Morgan,2022,26,CLE,SP,1,1,3,51,,,,,,,,,,,,,,,,,,,,669212,Eli Morgan,2022,26,CLE,RP,49,0,63.7,966
106774,660730,Elvin Rodriguez,2022,24,DET,RP,2,0,6.3,140,,,,,,,,,,,,,,,,,,,,669212,Eli Morgan,2022,26,CLE,SP,1,1,3.0,51
106774,660730,Elvin Rodriguez,2022,24,DET,SP,5,5,23.3,394,,,,,,,,,,,,,,,,,,,,660730,Elvin Rodriguez,2022,24,DET,RP,2,0,6.3,140
108361,665625,Elvis Peguero,2022,25,LAA,RP,13,0,17.3,308,,,,,,,,,,,,,,,,,,,,660730,Elvin Rodriguez,2022,24,DET,SP,5,5,23.3,394
102705,641941,Emilio Pagán,2022,31,MIN,RP,59,0,63,1125,,,,,,,,,,,,,,,,,,,,665625,Elvis Peguero,2022,25,LAA,RP,13,0,17.3,308
105737,661403,Emmanuel Clase,2022,24,CLE,RP,77,0,72.7,921,,,,,,,,,,,,,,,,,,,,641941,Emilio Pagán,2022,31,MIN,RP,59,0,63.0,1125
108349,660600,Enoli Paredes,2022,26,HOU,RP,3,0,3,57,,,,,,,,,,,,,,,,,,,,661403,Emmanuel Clase,2022,24,CLE,RP,77,0,72.7,921
105831,660853,Enyel De Los Santos,2022,26,CLE,RP,50,0,53.3,846,,,,,,,,,,,,,,,,,,,,660600,Enoli Paredes,2022,26,HOU,RP,3,0,3.0,57
59012,541640,Erasmo Ramírez,2022,32,WSH,RP,58,0,80.3,1129,,,,,,,,,,,,,,,,,,,,660853,Enyel De Los Santos,2022,26,CLE,RP,50,0,53.3,846
59012,541640,Erasmo Ramírez,2022,32,WSH,SP,2,2,6,93,,,,,,,,,,,,,,,,,,,,541640,Erasmo Ramírez,2022,32,WSH,RP,58,0,80.3,1129
111153,657272,Erich Uelmen,2022,26,CHC,RP,25,0,27,463,,,,,,,,,,,,,,,,,,,,541640,Erasmo Ramírez,2022,32,WSH,SP,2,2,6.0,93
70964,607200,Erick Fedde,2022,29,WSH,SP,27,27,127,2420,,,,,,,,,,,,,,,,,,,,657272,Erich Uelmen,2022,26,CHC,RP,25,0,27.0,463
108957,641778,Eric Lauer,2022,27,MIL,SP,29,29,158.7,2673,,,,,,,,,,,,,,,,,,,,607200,Erick Fedde,2022,29,WSH,SP,27,27,127.0,2420
105220,657770,Eric Stout,2022,29,PIT,RP,18,0,18.7,391,,,,,,,,,,,,,,,,,,,,641778,Eric Lauer,2022,27,MIL,SP,29,29,158.7,2673
105220,657770,Eric Stout,2022,29,CHC,RP,2,0,3.7,59,,,,,,,,,,,,,,,,,,,,657770,Eric Stout,2022,29,PIT,RP,18,0,18.7,391
104921,657024,Erik Swanson,2022,28,SEA,RP,56,0,51.7,853,,,,,,,,,,,,,,,,,,,,657770,Eric Stout,2022,29,CHC,RP,2,0,3.7,59
104921,657024,Erik Swanson,2022,28,SEA,SP,1,1,2,25,,,,,,,,,,,,,,,,,,,,657024,Erik Swanson,2022,28,SEA,RP,56,0,51.7,853
109602,676391,Ernie Clement,2022,26,CLE,RP,2,0,2,42,,,,,,,,,,,,,,,,,,,,657024,Erik Swanson,2022,28,SEA,SP,1,1,2.0,25
134502,681799,Ethan Roberts,2022,24,CHC,RP,9,0,7.7,177,,,,,,,,,,,,,,,,,,,,676391,Ernie Clement,2022,26,CLE,RP,2,0,2.0,42
137078,663629,Ethan Small,2022,25,MIL,SP,2,2,6.3,132,,,,,,,,,,,,,,,,,,,,681799,Ethan Roberts,2022,24,CHC,RP,9,0,7.7,177
126414,681885,Evan Lee,2022,25,WSH,RP,3,0,5,98,,,,,,,,,,,,,,,,,,,,663629,Ethan Small,2022,25,MIL,SP,2,2,6.3,132
126414,681885,Evan Lee,2022,25,WSH,SP,1,1,3.7,67,,,,,,,,,,,,,,,,,,,,681885,Evan Lee,2022,25,WSH,RP,3,0,5.0,98
106667,623465,Evan Phillips,2022,27,LAD,RP,64,0,63,922,,,,,,,,,,,,,,,,,,,,681885,Evan Lee,2022,25,WSH,SP,1,1,3.7,67
103091,642585,Félix Bautista,2022,27,BAL,RP,65,0,65.7,995,,,,,,,,,,,,,,,,,,,,623465,Evan Phillips,2022,27,LAD,RP,64,0,63.0,922
55769,518585,Fernando Cruz,2022,32,CIN,RP,12,0,11.3,203,,,,,,,,,,,,,,,,,,,,642585,Félix Bautista,2022,27,BAL,RP,65,0,65.7,995
55769,518585,Fernando Cruz,2022,32,CIN,SP,2,2,3.3,43,,,,,,,,,,,,,,,,,,,,518585,Fernando Cruz,2022,32,CIN,RP,12,0,11.3,203
104792,656492,Foster Griffin,2022,26,KC,RP,5,0,4.3,84,,,,,,,,,,,,,,,,,,,,518585,Fernando Cruz,2022,32,CIN,SP,2,2,3.3,43
104792,656492,Foster Griffin,2022,26,TOR,RP,1,0,2,27,,,,,,,,,,,,,,,,,,,,656492,Foster Griffin,2022,26,KC,RP,5,0,4.3,84
107058,664285,Framber Valdez,2022,28,HOU,SP,31,31,201.3,3018,,,,,,,,,,,,,,,,,,,,656492,Foster Griffin,2022,26,TOR,RP,1,0,2.0,27
110399,672839,Francisco Morales,2022,22,PHI,RP,3,0,5,79,,,,,,,,,,,,,,,,,,,,664285,Framber Valdez,2022,28,HOU,SP,31,31,201.3,3018
106650,660906,Francisco Pérez,2022,24,WSH,RP,10,0,8.7,205,,,,,,,,,,,,,,,,,,,,672839,Francisco Morales,2022,22,PHI,RP,3,0,5.0,79
67243,593423,Frankie Montas,2022,29,OAK,SP,19,19,104.7,1632,,,,,,,,,,,,,,,,,,,,660906,Francisco Pérez,2022,24,WSH,RP,10,0,8.7,205
67243,593423,Frankie Montas,2022,29,NYY,SP,8,8,39.7,695,,,,,,,,,,,,,,,,,,,,593423,Frankie Montas,2022,29,OAK,SP,19,19,104.7,1632
121263,681464,Franklin German,2022,24,BOS,RP,5,0,4,84,,,,,,,,,,,,,,,,,,,,593423,Frankie Montas,2022,29,NYY,SP,8,8,39.7,695
103500,643524,Frank Schwindel,2022,30,CHC,RP,3,0,3,40,,,,,,,,,,,,,,,,,,,,681464,Franklin German,2022,24,BOS,RP,5,0,4.0,84
100406,614177,Franmil Reyes,2022,26,CHC,RP,1,0,1,10,,,,,,,,,,,,,,,,,,,,643524,Frank Schwindel,2022,30,CHC,RP,3,0,3.0,40
103056,642547,Freddy Peralta,2022,26,MIL,RP,1,0,1.7,34,,,,,,,,,,,,,,,,,,,,614177,Franmil Reyes,2022,26,CHC,RP,1,0,1.0,10
103056,642547,Freddy Peralta,2022,26,MIL,SP,17,17,76.3,1319,,,,,,,,,,,,,,,,,,,,642547,Freddy Peralta,2022,26,MIL,RP,1,0,1.7,34
102751,642100,Gabe Speier,2022,27,KC,RP,16,0,17.3,281,,,,,,,,,,,,,,,,,,,,642547,Freddy Peralta,2022,26,MIL,SP,17,17,76.3,1319
102751,642100,Gabe Speier,2022,27,KC,SP,1,1,2,17,,,,,,,,,,,,,,,,,,,,642100,Gabe Speier,2022,27,KC,RP,16,0,17.3,281
105739,664076,Garrett Cleavinger,2022,28,LAD,RP,4,0,4.3,99,,,,,,,,,,,,,,,,,,,,642100,Gabe Speier,2022,27,KC,SP,1,1,2.0,17
105739,664076,Garrett Cleavinger,2022,28,TB,RP,13,0,18.7,250,,,,,,,,,,,,,,,,,,,,664076,Garrett Cleavinger,2022,28,LAD,RP,4,0,4.3,99
123679,682051,Garrett Hill,2022,26,DET,RP,9,0,17.7,309,,,,,,,,,,,,,,,,,,,,664076,Garrett Cleavinger,2022,28,TB,RP,13,0,18.7,250
123679,682051,Garrett Hill,2022,26,DET,SP,8,8,42.7,710,,,,,,,,,,,,,,,,,,,,682051,Garrett Hill,2022,26,DET,RP,9,0,17.7,309
60655,572070,Garrett Richards,2022,34,TEX,RP,30,0,39.7,652,,,,,,,,,,,,,,,,,,,,682051,Garrett Hill,2022,26,DET,SP,8,8,42.7,710
60655,572070,Garrett Richards,2022,34,TEX,SP,2,2,3,56,,,,,,,,,,,,,,,,,,,,572070,Garrett Richards,2022,34,TEX,RP,30,0,39.7,652
106973,596117,Garrett Stubbs,2022,29,PHI,RP,4,0,3.7,60,,,,,,,,,,,,,,,,,,,,572070,Garrett Richards,2022,34,TEX,SP,2,2,3.0,56
111276,676477,Garrett Whitlock,2022,26,BOS,RP,22,0,39.3,521,,,,,,,,,,,,,,,,,,,,596117,Garrett Stubbs,2022,29,PHI,RP,4,0,3.7,60
111276,676477,Garrett Whitlock,2022,26,BOS,SP,9,9,39,645,,,,,,,,,,,,,,,,,,,,676477,Garrett Whitlock,2022,26,BOS,RP,22,0,39.3,521
123905,668970,Gavin Hollowell,2022,24,COL,RP,6,0,7,143,,,,,,,,,,,,,,,,,,,,676477,Garrett Whitlock,2022,26,BOS,SP,9,9,39.0,645
104481,650893,Génesis Cabrera,2022,25,STL,RP,39,0,44.7,736,,,,,,,,,,,,,,,,,,,,668970,Gavin Hollowell,2022,24,COL,RP,6,0,7.0,143
125609,669923,George Kirby,2022,24,SEA,SP,25,25,130,2090,,,,,,,,,,,,,,,,,,,,650893,Génesis Cabrera,2022,25,STL,RP,39,0,44.7,736
103738,622103,Gerardo Reyes,2022,29,LAA,RP,2,0,2,47,,,,,,,,,,,,,,,,,,,,669923,George Kirby,2022,24,SEA,SP,25,25,130.0,2090
100273,608566,Germán Márquez,2022,27,COL,SP,31,31,181.7,2839,,,,,,,,,,,,,,,,,,,,622103,Gerardo Reyes,2022,29,LAA,RP,2,0,2.0,47
65957,543037,Gerrit Cole,2022,31,NYY,SP,33,33,200.7,3274,,,,,,,,,,,,,,,,,,,,608566,Germán Márquez,2022,27,COL,SP,31,31,181.7,2839
100246,606149,Giovanny Gallegos,2022,30,STL,RP,57,0,59,988,,,,,,,,,,,,,,,,,,,,543037,Gerrit Cole,2022,31,NYY,SP,33,33,200.7,3274
110485,657248,Glenn Otto,2022,26,TEX,SP,27,27,135.7,2229,,,,,,,,,,,,,,,,,,,,606149,Giovanny Gallegos,2022,30,STL,RP,57,0,59.0,988
112439,668933,Graham Ashcraft,2022,24,CIN,SP,19,19,105,1756,,,,,,,,,,,,,,,,,,,,657248,Glenn Otto,2022,26,TEX,SP,27,27,135.7,2229
57708,518813,Greg Holland,2022,36,TEX,RP,5,0,4.7,80,,,,,,,,,,,,,,,,,,,,668933,Graham Ashcraft,2022,24,CIN,SP,19,19,105.0,1756
108552,666619,Gregory Santos,2022,22,SF,RP,2,0,3.7,67,,,,,,,,,,,,,,,,,,,,518813,Greg Holland,2022,36,TEX,RP,5,0,4.7,80
102921,642397,Gregory Soto,2022,27,DET,RP,64,0,60.3,1102,,,,,,,,,,,,,,,,,,,,666619,Gregory Santos,2022,22,SF,RP,2,0,3.7,67
108753,669711,Greg Weissert,2022,27,NYY,RP,12,0,11.3,186,,,,,,,,,,,,,,,,,,,,642397,Gregory Soto,2022,27,DET,RP,64,0,60.3,1102
108937,643377,Griffin Jax,2022,27,MIN,RP,65,0,72.3,1161,,,,,,,,,,,,,,,,,,,,669711,Greg Weissert,2022,27,NYY,RP,12,0,11.3,186
66336,570663,Hansel Robles,2022,31,BOS,RP,26,0,24.7,422,,,,,,,,,,,,,,,,,,,,643377,Griffin Jax,2022,27,MIN,RP,65,0,72.3,1161
67418,593643,Hanser Alberto,2022,29,LAD,RP,10,0,11,152,,,,,,,,,,,,,,,,,,,,570663,Hansel Robles,2022,31,BOS,RP,26,0,24.7,422
69095,605612,Harold Castro,2022,28,DET,RP,4,0,4,50,,,,,,,,,,,,,,,,,,,,593643,Hanser Alberto,2022,29,LAD,RP,10,0,11.0,152
140615,669713,Hayden Wesneski,2022,24,CHC,RP,2,0,8.7,149,,,,,,,,,,,,,,,,,,,,605612,Harold Castro,2022,28,DET,RP,4,0,4.0,50
140615,669713,Hayden Wesneski,2022,24,CHC,SP,4,4,24.3,346,,,,,,,,,,,,,,,,,,,,669713,Hayden Wesneski,2022,24,CHC,RP,2,0,8.7,149
67011,592390,Heath Hembree,2022,33,PIT,RP,20,0,16.3,304,,,,,,,,,,,,,,,,,,,,669713,Hayden Wesneski,2022,24,CHC,SP,4,4,24.3,346
67011,592390,Heath Hembree,2022,33,LAD,RP,6,0,5.7,95,,,,,,,,,,,,,,,,,,,,592390,Heath Hembree,2022,33,PIT,RP,20,0,16.3,304
67355,593576,Hector Neris,2022,33,HOU,RP,70,0,65.3,1011,,,,,,,,,,,,,,,,,,,,592390,Heath Hembree,2022,33,LAD,RP,6,0,5.7,95
102101,617228,Hirokazu Sawamura,2022,34,BOS,RP,49,0,50.7,838,,,,,,,,,,,,,,,,,,,,593576,Hector Neris,2022,33,HOU,RP,70,0,65.3,1011
70361,571948,Hoby Milner,2022,31,MIL,RP,67,0,64.7,1088,,,,,,,,,,,,,,,,,,,,617228,Hirokazu Sawamura,2022,34,BOS,RP,49,0,50.7,838
101287,623211,Huascar Brazoban,2022,32,MIA,RP,27,0,32,631,,,,,,,,,,,,,,,,,,,,571948,Hoby Milner,2022,31,MIL,RP,67,0,64.7,1088
107151,660623,Huascar Ynoa,2022,24,ATL,SP,2,2,6.7,147,,,,,,,,,,,,,,,,,,,,623211,Huascar Brazoban,2022,32,MIA,RP,27,0,32.0,631
107597,528748,Humberto Castellanos,2022,24,AZ,RP,2,0,3,52,,,,,,,,,,,,,,,,,,,,660623,Huascar Ynoa,2022,24,ATL,SP,2,2,6.7,147
107597,528748,Humberto Castellanos,2022,24,AZ,SP,9,9,41.3,696,,,,,,,,,,,,,,,,,,,,528748,Humberto Castellanos,2022,24,AZ,RP,2,0,3.0,52
143774,686613,Hunter Brown,2022,23,HOU,RP,5,0,8.3,148,,,,,,,,,,,,,,,,,,,,528748,Humberto Castellanos,2022,24,AZ,SP,9,9,41.3,696
143774,686613,Hunter Brown,2022,23,HOU,SP,2,2,12,161,,,,,,,,,,,,,,,,,,,,686613,Hunter Brown,2022,23,HOU,RP,5,0,8.3,148
102574,641531,Hunter Dozier,2022,30,KC,RP,1,0,1,23,,,,,,,,,,,,,,,,,,,,686613,Hunter Brown,2022,23,HOU,SP,2,2,12.0,161
142386,683769,Hunter Gaddis,2022,24,CLE,SP,2,2,7.3,171,,,,,,,,,,,,,,,,,,,,641531,Hunter Dozier,2022,30,KC,RP,1,0,1.0,23
111200,668881,Hunter Greene,2022,22,CIN,SP,24,24,125.7,2200,,,,,,,,,,,,,,,,,,,,683769,Hunter Gaddis,2022,24,CLE,SP,2,2,7.3,171
101993,640451,Hunter Harvey,2022,27,WSH,RP,38,0,39.3,661,,,,,,,,,,,,,,,,,,,,668881,Hunter Greene,2022,22,CIN,SP,24,24,125.7,2200
57557,519326,Hunter Strickland,2022,33,CIN,RP,66,0,62.3,1082,,,,,,,,,,,,,,,,,,,,640451,Hunter Harvey,2022,27,WSH,RP,38,0,39.3,661
60787,547943,Hyun Jin Ryu,2022,35,TOR,SP,6,6,27,395,,,,,,,,,,,,,,,,,,,,519326,Hunter Strickland,2022,33,CIN,RP,66,0,62.3,1082
108822,666120,Ian Anderson,2022,24,ATL,SP,22,22,111.7,2005,,,,,,,,,,,,,,,,,,,,547943,Hyun Jin Ryu,2022,35,TOR,SP,6,6,27.0,395
106036,664139,Ian Gibaut,2022,28,CLE,RP,1,0,1.3,28,,,,,,,,,,,,,,,,,,,,666120,Ian Anderson,2022,24,ATL,SP,22,22,111.7,2005
